cik,name,sic,sic_description,state,n_10k,n_8k,n_total_filings,tier,ticker,disrupted
0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",6331,"Fire, Marine & Casualty Insurance",DE,14,218,1000,2,UVE,0
0001260041,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,0,,,0,0,557,2,HTD,1
0001759783,EHang Holdings Ltd,3728,"Aircraft Parts & Auxiliary Equipment, NEC",E9,0,0,113,2,EH,0
0000895419,"WOLFSPEED, INC.",3674,Semiconductors & Related Devices,DE,15,200,1000,2,WOLF,1
0001731348,"Tilray Brands, Inc.",2833,Medicinal Chemicals & Botanical Products,,8,148,725,1,TLRY,0
0000708821,PAR TECHNOLOGY CORP,3578,Calculating & Accounting Machines (No Electronic Computers),DE,19,195,1000,1,PAR,0
0000006845,"APOGEE ENTERPRISES, INC.",3231,"Glass Products, Made of  Purchased Glass",MN,11,116,1004,1,APOG,0
0001598428,Metallus Inc.,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",OH,12,104,784,1,MTUS,0
0001861123,"Eikon Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,0,1,39,1,EIKN,0
0000788965,HALLADOR ENERGY CO,4911,Electric Services,CO,18,151,835,2,HNRG,0
0000319654,PERMIAN BASIN ROYALTY TRUST,6792,Oil Royalty Traders,TX,23,305,502,2,PBT,0
0002074220,Catapult Group International Ltd,0,,C3,0,0,1,2,CAZGF,0
0000876779,MAGIC SOFTWARE ENTERPRISES LTD,7372,Services-Prepackaged Software,L3,0,0,717,2,MGIC,0
0001548536,Santacruz Silver Mining Ltd.,1040,Gold and Silver Ores,A1,0,0,12,2,SCZM,0
0000794619,AMERICAN WOODMARK CORP,2430,"Millwood, Veneer, Plywood, & Structural Wood Members",VA,13,117,1000,1,AMWD,0
0001579684,"USA TODAY Co., Inc.",2711,Newspapers: Publishing or  Publishing & Printing,DE,12,145,688,1,TDAY,0
0001821159,EVgo Inc.,7500,"Services-Automotive Repair, Services & Parking",DE,5,62,369,2,EVGO,0
0001814287,"Abacus Global Management, Inc.",6282,Investment Advice,DE,5,83,382,2,ABX,0
0001490978,"Schrodinger, Inc.",2834,Pharmaceutical Preparations,DE,6,48,471,1,SDGR,0
0000736772,CNB FINANCIAL CORP/PA,6022,State Commercial Banks,PA,13,243,1006,2,CCNE,0
0001655759,"ARVINAS, INC.",2834,Pharmaceutical Preparations,DE,7,105,538,1,ARVN,0
0000718937,STAAR SURGICAL CO,3851,Ophthalmic Goods,DE,13,239,1000,2,STAA,0
0001958086,Core Laboratories Inc. /DE/,1389,"Oil & Gas Field Services, NEC",DE,2,17,151,2,CLB,0
0000912728,FORWARD AIR CORP,4731,Arrangement of  Transportation of  Freight & Cargo,DE,11,162,1002,2,FWRD,0
0001544206,"Carlyle Secured Lending, Inc.",0,,MD,12,170,654,2,CGBD,0
0001869105,"BridgeBio Oncology Therapeutics, Inc.",2834,Pharmaceutical Preparations,DE,1,11,125,1,BBOT,0
0001219360,PIMCO HIGH INCOME FUND,0,,,0,6,504,2,PHK,0
0001313510,"GAMCO Global Gold, Natural Resources & Income Trust",0,,DE,0,4,501,2,GGN,0
0001275168,FIVE STAR BANCORP,6022,State Commercial Banks,CA,4,82,409,2,FSBC,0
0001944558,"Vitesse Energy, Inc.",1311,Crude Petroleum & Natural Gas,DE,3,29,190,2,VTS,0
0001676163,"SS Innovations International, Inc.",3841,Surgical & Medical Instruments & Apparatus,FL,8,90,253,2,SSII,0
0001085913,FARMERS & MERCHANTS BANCORP,6021,National Commercial Banks,DE,18,181,1000,2,FMCB,0
0001496099,New Mountain Finance Corp,0,,X1,14,180,875,2,NMFC,0
0001434868,"Esperion Therapeutics, Inc.",2834,Pharmaceutical Preparations,DE,12,168,862,1,ESPR,0
0001437424,POET TECHNOLOGIES INC.,3674,Semiconductors & Related Devices,A6,0,0,455,2,POET,0
0001504619,PennantPark Floating Rate Capital Ltd.,0,,,15,382,718,2,PFLT,0
0000069488,MYERS INDUSTRIES INC,3089,"Plastics Products, NEC",OH,16,180,1000,1,MYE,0
0001538849,CrossAmerica Partners LP,5172,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),,13,195,800,3,CAPL,0
0001772177,"KURA SUSHI USA, INC.",5812,Retail-Eating  Places,DE,7,64,292,2,KRUS,0
0002002473,Bowhead Specialty Holdings Inc.,6331,"Fire, Marine & Casualty Insurance",DE,1,17,137,2,BOW,0
0000890196,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",0,,NJ,0,5,587,2,MQY,0
0000922864,APARTMENT INVESTMENT & MANAGEMENT CO,6798,Real Estate Investment Trusts,MD,14,217,1000,2,AIV,0
0000902791,BARRETT BUSINESS SERVICES INC,7363,Services-Help Supply Services,MD,19,208,1000,2,BBSI,0
0000357301,TRUSTCO BANK CORP N Y,6022,State Commercial Banks,NY,11,207,1000,2,TRST,0
0001421517,"Energy Recovery, Inc.",3559,"Special Industry Machinery, NEC",DE,15,182,1001,1,ERII,0
0001747068,"MetroCity Bankshares, Inc.",6022,State Commercial Banks,GA,6,74,303,2,MCBS,0
0001300391,Eaton Vance Enhanced Equity Income Fund,0,,,0,5,441,2,EOI,0
0001285819,OMEROS CORP,2834,Pharmaceutical Preparations,WA,16,172,762,1,OMER,0
0000088948,Seneca Foods Corp,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",NY,32,169,837,1,SENEB,0
0002040491,Ategrity Specialty Insurance Co Holdings,6331,"Fire, Marine & Casualty Insurance",DE,0,7,44,2,ASIC,0
0000866729,SCHOLASTIC CORP,2731,Books: Publishing or  Publishing & Printing,DE,12,119,1001,1,SCHL,0
0001464343,Atlanticus Holdings Corp,6141,Personal Credit Institutions,GA,16,73,673,2,ATLC,0
0001477449,"Teladoc Health, Inc.",8011,Services-Offices & Clinics of  Doctors of  Medicine,DE,5,75,1003,2,TDOC,0
0001809519,"GoodRx Holdings, Inc.",7374,Services-Computer Processing & Data Preparation,DE,5,64,523,2,GDRX,0
0000063296,MATTHEWS INTERNATIONAL CORP,3360,Nonferrous Foundries (Castings),PA,12,190,1008,1,MATW,0
0001053352,HERITAGE COMMERCE CORP,6022,State Commercial Banks,CA,16,220,1000,2,HTBK,0
0000750686,CAMDEN NATIONAL CORP,6021,National Commercial Banks,ME,8,144,1007,2,CAC,0
0001499543,NOAH HOLDINGS LTD,6282,Investment Advice,,0,0,468,2,NOAH,0
0001109242,HANMI FINANCIAL CORP,6021,National Commercial Banks,DE,17,278,1000,2,HAFC,0
0000915840,BEAZER HOMES USA INC,1531,Operative Builders,DE,18,185,1001,2,BZH,0
0001709941,"BioAge Labs, Inc.",2834,Pharmaceutical Preparations,DE,1,12,123,1,BIOA,0
0000918965,"SCANSOURCE, INC.",5045,Wholesale-Computers & Peripheral Equipment & Software,,17,166,1004,3,SCSC,0
0001424929,FOX FACTORY HOLDING CORP,3751,"Motorcycles, Bicycles & Parts",DE,12,149,825,2,FOXF,0
0001418076,SLR Investment Corp.,0,,MD,16,149,618,2,SLRC,0
0000930236,REDWOOD TRUST INC,6798,Real Estate Investment Trusts,MD,11,230,1003,2,RWT,0
0001174164,Flaherty & Crumrine PREFERRED & INCOME SECURITIES FUND INC,0,,MD,0,7,361,2,FFC,0
0001816590,COMPASS Pathways plc,2834,Pharmaceutical Preparations,X0,4,43,309,1,CMPS,0
0001326732,Xencor Inc,2834,Pharmaceutical Preparations,DE,12,125,831,1,XNCR,0
0001818502,OppFi Inc.,6199,Finance Services,,5,64,663,2,OPFI,0
0001509991,Kosmos Energy Ltd.,1311,Crude Petroleum & Natural Gas,DE,13,166,1001,2,KOS,0
0001201792,AMERICAN PUBLIC EDUCATION INC,8200,Services-Educational Services,DE,11,101,1000,2,APEI,0
0001604522,abrdn Healthcare Opportunities Fund,0,,MA,0,1,228,2,THQ,0
0001050441,EAGLE BANCORP INC,6022,State Commercial Banks,MD,13,234,1000,2,EGBN,0
0001527753,"Personalis, Inc.",8071,Services-Medical Laboratories,DE,6,69,474,2,PSNL,0
0000926282,"ADTRAN Holdings, Inc.",3661,Telephone & Telegraph Apparatus,,9,109,1001,2,ADTN,0
0001827401,BRIGHT MINDS BIOSCIENCES INC.,2834,Pharmaceutical Preparations,A1,0,0,162,1,DRUG,0
0001447028,Arbutus Biopharma Corp,2834,Pharmaceutical Preparations,A1,12,301,1002,1,ABUS,0
0001574197,"Five Point Holdings, LLC",6500,Real Estate,DE,8,87,445,2,FPH,0
0001817713,"Janux Therapeutics, Inc.",2834,Pharmaceutical Preparations,DE,4,43,405,1,JANX,0
0001855066,NYLI CBRE Global Infrastructure Megatrends Term Fund,0,,DE,0,1,254,2,MEGI,0
0001753539,BlackSky Technology Inc.,3663,Radio & Tv Broadcasting & Communications Equipment,X1,6,53,452,2,BKSY,0
0001778114,Virtus Artificial Intelligence & Technology Opportunities Fund,0,,MA,0,1,191,2,AIO,0
0000714562,FIRST FINANCIAL CORP /IN/,6022,State Commercial Banks,IN,23,252,976,2,THFF,0
0001000623,"Mativ Holdings, Inc.",2621,Paper Mills,DE,12,141,1000,1,MATV,0
0001739566,"Utz Brands, Inc.",2090,Miscellaneous Food Preparations & Kindred Products,DE,8,76,632,1,UTZ,0
0001124105,"GYRE THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,DE,13,213,1002,1,GYRE,0
0002023658,Bicara Therapeutics Inc.,2834,Pharmaceutical Preparations,DE,1,12,156,1,BCAX,0
0001844862,"Solid Power, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",DE,4,71,430,2,SLDP,0
0001770069,"MapLight Therapeutics, Inc.",2834,Pharmaceutical Preparations,DE,0,3,87,1,MPLT,0
0001348911,"KalVista Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,DE,10,116,803,1,KALV,0
0000357294,HOVNANIAN ENTERPRISES INC,1531,Operative Builders,DE,17,183,1004,2,HOV,0
0001643615,"Montrose Environmental Group, Inc.",8742,Services-Management Consulting Services,DE,5,49,338,2,MEG,0
0001833197,"Latham Group, Inc.",3089,"Plastics Products, NEC",NY,4,41,332,1,SWIM,0
0001446847,IRONWOOD PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,DE,11,135,1005,1,IRWD,0
0002018463,Brazilian Rare Earths Limited/ADR,0,,,0,0,2,2,BRELY,0
0001789029,"Aeva Technologies, Inc.",3714,Motor Vehicle Parts & Accessories,DE,6,58,366,2,AEVA,0
0001826286,Vinci Compass Investments Ltd.,6282,Investment Advice,E9,0,0,172,2,VINP,0
0000879635,MID PENN BANCORP INC,6022,State Commercial Banks,PA,8,147,1000,2,MPB,0
0001376339,"MIMEDX GROUP, INC.",3841,Surgical & Medical Instruments & Apparatus,,13,223,1000,2,MDXG,1
0001600626,Peakstone Realty Trust,6798,Real Estate Investment Trusts,,12,187,740,2,PKST,0
0001625278,"NERDWALLET, INC.",7374,Services-Computer Processing & Data Preparation,DE,4,40,303,2,NRDS,0
0001793855,abrdn Global Infrastructure Income Fund,0,,MD,0,0,225,2,ASGI,0
0001804176,"Butterfly Network, Inc.",3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,DE,5,65,537,2,BFLY,0
0001175535,Whitestone REIT,6798,Real Estate Investment Trusts,TX,18,211,1000,2,WSR,0
0001891027,"MNTN, Inc.",7310,Services-Advertising,DE,1,4,96,2,MNTN,0
0001692376,"Velocity Financial, Inc.",6199,Finance Services,DE,6,84,383,2,VEL,0
0001669779,"Camping World Holdings, Inc.",5500,Retail-Auto Dealers & Gasoline Stations,DE,9,104,622,4,CWH,0
0001538263,"HomeTrust Bancshares, Inc.",6035,"Savings Institution, Federally Chartered",MD,13,275,900,2,HTB,0
0001760689,"Microvast Holdings, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",DE,7,80,366,2,MVST,0
0002001201,Fuerte Metals Corp,0,,A1,0,0,3,2,FUEMF,0
0000351834,SunOpta Inc.,2080,Beverages,Z4,8,84,1003,1,STKL,0
0001717547,"BrightSpire Capital, Inc.",6798,Real Estate Investment Trusts,MD,9,85,336,2,BRSP,0
0001481582,Ryerson Holding Corp,5051,Wholesale-Metals Service Centers & of fices,DE,14,183,889,3,RYI,0
0001528115,"Annexon, Inc.",2834,Pharmaceutical Preparations,DE,5,67,472,1,ANNX,0
0001034957,CRESUD INC,6500,Real Estate,C1,0,0,1001,2,CRESY,0
0000925683,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND,0,,MA,0,0,574,2,BTO,0
0001598665,"Heritage Insurance Holdings, Inc.",6331,"Fire, Marine & Casualty Insurance",DE,11,113,713,2,HRTG,0
0001962746,Lotus Technology Inc.,3711,Motor Vehicles & Passenger Car Bodies,E9,0,0,161,2,LOT,0
0001604665,Westlake Chemical Partners LP,2860,Industrial Organic Chemicals,DE,11,76,399,1,WLKP,0
0000883618,NUVEEN SELECT TAX FREE INCOME PORTFOLIO,0,,,0,4,444,2,NXP,0
0000039311,INDEPENDENT BANK CORP /MI/,6022,State Commercial Banks,MI,12,123,1007,2,IBCP,0
0001655099,Brookfield Real Assets Income Fund Inc.,0,,,0,0,273,2,RA,0
0001071255,"GOLDEN ENTERTAINMENT, INC.",7990,Services-Miscellaneous Amusement & Recreation,MN,21,359,1003,2,GDEN,0
0002055592,"Gemini Space Station, Inc.",6199,Finance Services,NV,0,5,76,2,GEMI,0
0001841925,"indie Semiconductor, Inc.",3674,Semiconductors & Related Devices,DE,4,56,578,2,INDI,0
0001268884,CBRE GLOBAL REAL ESTATE INCOME FUND,0,,DE,0,6,430,2,IGR,0
0001966287,Greenfire Resources Ltd.,1311,Crude Petroleum & Natural Gas,A0,0,0,148,2,GFR,0
0000883412,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",0,,,0,5,512,2,MYI,0
0000031235,EASTMAN KODAK CO,3861,Photographic Equipment & Supplies,NJ,13,147,1001,2,KODK,1
0001852353,Dakota Gold Corp.,1000,Metal Mining,DE,3,30,263,2,DC,0
0001851112,RISKIFIED LTD.,7389,"Services-Business Services, NEC",L3,0,0,170,2,RSKD,0
0001819559,Western Asset Diversified Income Fund (WDI),0,,MD,0,1,110,2,WDI,0
0000928658,"COVENANT LOGISTICS GROUP, INC.",4213,Trucking (No Local),NV,14,181,1007,2,CVLG,0
0001861107,"Ceribell, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,DE,1,19,189,2,CBLL,0
0001479681,"Nutex Health, Inc.",7389,"Services-Business Services, NEC",DE,16,110,484,2,NUTX,0
0000896429,"CANTALOUPE, INC.",3578,Calculating & Accounting Machines (No Electronic Computers),PA,14,209,1001,1,CTLP,0
0001422143,"Kura Oncology, Inc.",2834,Pharmaceutical Preparations,DE,17,142,743,1,KURA,0
0001027838,TACTILE SYSTEMS TECHNOLOGY INC,3841,Surgical & Medical Instruments & Apparatus,MN,10,82,815,2,TCMD,0
0001789972,"Cullinan Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,5,55,415,1,CGEM,0
0001227476,Nuveen Credit Strategies Income Fund,0,,MA,0,7,493,2,JQC,0
0000826154,ORRSTOWN FINANCIAL SERVICES INC,6022,State Commercial Banks,PA,11,163,1000,2,ORRF,0
0001257640,KRONOS WORLDWIDE INC,2810,Industrial Inorganic Chemicals,,21,297,1000,1,KRO,0
0002059573,Pinewood Technologies Group plc,0,,X0,0,0,1,2,PINWF,0
0001067294,"CRACKER BARREL OLD COUNTRY STORE, INC",5812,Retail-Eating  Places,TN,13,131,1002,2,CBRL,0
0001795851,"Stewards, Inc.",6153,Short-Term Business Credit Institutions,NV,0,1,13,2,SWRD,0
0001377757,Galiano Gold Inc.,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),A1,0,0,625,2,GAU,0
0001412408,"Phreesia, Inc.",7389,"Services-Business Services, NEC",DE,5,47,1001,2,PHR,0
0002026478,Newsmax Inc.,4833,Television Broadcasting Stations,FL,1,10,71,2,NMAX,0
0001809104,"Alight, Inc. / Delaware",7389,"Services-Business Services, NEC",DE,5,76,629,2,ALIT,0
0000726601,CAPITAL CITY BANK GROUP INC,6022,State Commercial Banks,FL,17,157,1000,2,CCBG,0
0000354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,4813,Telephone Communications (No Radiotelephone),VA,7,80,1015,2,SHEN,0
0001625791,Kornit Digital Ltd.,3555,Printing Trades Machinery & Equipment,L3,0,0,268,1,KRNT,0
0001273685,"ADAMAS TRUST, INC.",6798,Real Estate Investment Trusts,MD,19,322,1001,2,ADAM,0
0001680581,"Fulcrum Therapeutics, Inc.",2834,Pharmaceutical Preparations,DE,7,77,467,1,FULC,0
0001674930,"Fulgent Genetics, Inc.",8071,Services-Medical Laboratories,DE,9,70,609,2,FLGT,0
0001722387,Integra Resources Corp.,1040,Gold and Silver Ores,A1,0,0,257,2,ITRG,0
0001788399,DoubleLine Yield Opportunities Fund,0,,MA,0,0,139,2,DLY,0
0001503290,abrdn Income Credit Strategies Fund,0,,,0,8,446,2,ACP,0
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,6022,State Commercial Banks,VA,17,222,1000,2,FCBC,0
0001886878,PIMCO Access Income Fund,0,,MA,0,1,168,2,PAXS,0
0000764401,INSTEEL INDUSTRIES INC,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",NC,16,181,1000,1,IIIN,0
0001828105,Hippo Holdings Inc.,6331,"Fire, Marine & Casualty Insurance",DE,5,52,578,2,HIPO,0
0001826470,"Petco Health & Wellness Company, Inc.",5990,"Retail-Retail Stores, NEC",DE,5,66,482,4,WOOF,0
0002013223,Highlander Silver Corp.,0,,A1,0,0,1,2,HLSCF,0
0000099302,TRANSCAT INC,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,OH,19,185,1000,2,TRNS,0
0000854560,"GREAT SOUTHERN BANCORP, INC.",6022,State Commercial Banks,MD,14,239,1001,2,GSBC,0
0000916907,"SOUTHERN MISSOURI BANCORP, INC.",6036,"Savings Institutions, Not Federally Chartered",MO,20,261,984,2,SMBC,0
0001729173,Uxin Ltd,7389,"Services-Business Services, NEC",E9,0,0,267,2,UXIN,0
0001798749,"Jade Biosciences, Inc.",2834,Pharmaceutical Preparations,DE,4,48,451,1,JBIO,0
0001383082,INVESCO DB AGRICULTURE FUND,6221,Commodity Contracts Brokers & Dealers,DE,18,60,308,2,DBA,0
0000732417,HILLS BANCORPORATION,6022,State Commercial Banks,IA,30,57,563,2,HBIA,0
0001940941,mF International Ltd,7371,Services-Computer Programming Services,D8,0,0,69,2,MFI,0
0001959224,"Solowin Holdings, Ltd.",6211,"Security Brokers, Dealers & Flotation Companies",E9,0,0,99,2,AXG,0
0001722606,Metalla Royalty & Streaming Ltd.,1040,Gold and Silver Ores,A1,0,0,249,2,MTA,0
0000872716,ALPINE BANKS OF COLORADO,0,,CO,0,0,8,2,ALPIB,0
0001788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",5961,Retail-Catalog & Mail-Order Houses,O5,0,0,114,4,BWMX,0
0001018979,AMERISAFE INC,6331,"Fire, Marine & Casualty Insurance",TX,20,141,983,2,AMSF,0
0001562528,"Franklin BSP Realty Trust, Inc.",6798,Real Estate Investment Trusts,MD,12,151,562,2,FBRT,0
0001383441,Virtus Equity & Convertible Income Fund,0,,MA,0,1,390,2,NIE,0
0001606498,"AVANOS MEDICAL, INC.",3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",DE,11,108,662,2,AVNS,0
0001831631,"loanDepot, Inc.",6199,Finance Services,,5,115,884,2,LDI,0
0001782430,"Strawberry Fields REIT, Inc.",6798,Real Estate Investment Trusts,MD,3,48,149,2,STRW,0
0001477815,"Sweetgreen, Inc.",5812,Retail-Eating  Places,DE,4,32,460,2,SG,0
0001512228,NIOCORP DEVELOPMENTS LTD,1000,Metal Mining,A1,9,144,586,2,NB,0
0001788451,Ethos Technologies Inc.,6411,"Insurance Agents, Brokers & Service",DE,0,1,49,2,LIFE,0
0001038773,SMARTFINANCIAL INC.,6021,National Commercial Banks,TN,19,222,1000,2,SMBK,0
0001820378,Thornburg Income Builder Opportunities Trust,0,,DE,0,0,88,2,TBLD,0
0001747079,Bally's Corp,7011,Hotels & Motels,DE,7,121,537,2,BALY,1
0001001385,"NWPX Infrastructure, Inc.",3317,Steel Pipe & Tubes,OR,17,212,1000,1,NWPX,0
0000060714,"LSB INDUSTRIES, INC.",2810,Industrial Inorganic Chemicals,DE,15,238,1000,1,LXU,0
0001683606,Cars.com Inc.,7374,Services-Computer Processing & Data Preparation,DE,8,86,543,2,CARS,0
0001832483,Serve Robotics Inc. /DE/,3569,"General Industrial Machinery & Equipment, NEC",DE,5,35,487,1,SERV,0
0001607939,"Udemy, Inc.",8200,Services-Educational Services,DE,5,45,550,2,UDMY,0
0001704720,"Cannae Holdings, Inc.",5810,Retail-Eating & Drinking Places,DE,8,105,696,2,CNNE,0
0001712189,Target Hospitality Corp.,7000,"Hotels, Rooming Houses, Camps & Other Lodging Places",DE,7,123,666,2,TH,0
0001899883,FTAI Infrastructure Inc.,4011,"Railroads, Line-Haul Operating",DE,3,44,198,2,FIP,0
0001951222,SEALSQ Corp,3674,Semiconductors & Related Devices,D8,0,0,195,2,LAES,0
0001113809,BUILD-A-BEAR WORKSHOP INC,5945,"Retail-Hobby, Toy & Game Shops",DE,15,181,1001,4,BBW,0
0001173514,"HYSTER-YALE, INC.",3537,"Industrial Trucks, Tractors, Trailors & Stackers",DE,5,92,1012,1,HY,0
0001016281,CARRIAGE SERVICES INC,7200,Services-Personal Services,DE,12,152,1000,2,CSV,0
0001160864,BLACKROCK CORE BOND TRUST,0,,DE,0,6,535,2,BHK,0
0001471420,"Columbia Seligman Premium Technology Growth Fund, Inc.",0,,MD,0,117,436,2,STK,0
0000216851,"ADAMS NATURAL RESOURCES FUND, INC.",0,,MD,0,4,1005,2,PEO,0
0001737924,Nuveen Churchill Direct Lending Corp.,0,,MD,5,77,320,2,NCDL,0
0001296250,PIMCO Income Strategy Fund II,0,,,0,5,637,2,PFN,0
0001594204,ZHEN DING RESOURCES INC.,1000,Metal Mining,DE,10,5,80,2,RBTK,0
0001921865,ASP Isotopes Inc.,2890,Miscellaneous Chemical Products,DE,3,91,309,1,ASPI,0
0001315257,Koppers Holdings Inc.,2400,Lumber & Wood Products (No Furniture),PA,11,100,1008,1,KOP,0
0001823794,ARKO Corp.,5412,Retail-Convenience Stores,DE,5,68,387,4,ARKO,0
0000763532,LSI INDUSTRIES INC,3640,Electric Lighting & Wiring Equipment,OH,11,102,1000,2,LYTS,0
0001320461,Cooper-Standard Holdings Inc.,3714,Motor Vehicle Parts & Accessories,DE,13,140,1002,2,CPS,0
0001164771,NORTHERN DYNASTY MINERALS LTD,1040,Gold and Silver Ores,A1,0,0,663,2,NAK,0
0001539190,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST,6221,Commodity Contracts Brokers & Dealers,A6,0,0,138,2,SPPP,0
0001781730,"Third Coast Bancshares, Inc.",6036,"Savings Institutions, Not Federally Chartered",TX,4,60,305,2,TCBX,0
0001163668,"SOUTH PLAINS FINANCIAL, INC.",6022,State Commercial Banks,TX,6,85,403,2,SPFI,0
0002020932,Agomab Therapeutics NV,2836,"Biological Products, (No Diagnostic Substances)",C9,0,0,11,1,AGMB,0
0001559432,"TXO Partners, L.P.",1311,Crude Petroleum & Natural Gas,X1,3,27,176,2,TXO,0
0001513363,FIDUS INVESTMENT Corp,0,,MD,14,115,502,2,FDUS,0
0000800457,DONEGAL GROUP INC,6331,"Fire, Marine & Casualty Insurance",DE,5,90,1000,2,DGICA,0
0001823587,Sky Harbour Group Corp,6500,Real Estate,DE,5,62,352,2,SKYH,0
0001459839,"SI-BONE, Inc.",3841,Surgical & Medical Instruments & Apparatus,DE,7,64,714,2,SIBN,0
0001320375,BlackRock Enhanced Global Dividend Trust,0,,DE,0,6,443,2,BOE,0
0000108385,WORLD ACCEPTANCE CORP,6141,Personal Credit Institutions,SC,16,175,1004,2,WRLD,0
0000862831,FINANCIAL INSTITUTIONS INC,6021,National Commercial Banks,NY,12,214,1000,2,FISI,0
0001195738,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,0,,MA,0,6,457,2,NKX,0
0001614178,"Yext, Inc.",7374,Services-Computer Processing & Data Preparation,DE,7,69,1000,2,YEXT,0
0001728688,"i3 Verticals, Inc.",7389,"Services-Business Services, NEC",DE,8,62,454,2,IIIV,0
0001611115,"Omada Health, Inc.",8000,Services-Health Services,DE,0,4,91,2,OMDA,0
0000876427,"MONRO, INC.",7500,"Services-Automotive Repair, Services & Parking",NY,16,178,1004,2,MNRO,0
0000808439,TAT TECHNOLOGIES LTD,3724,Aircraft Engines & Engine Parts,,0,0,512,2,TATT,0
0001997652,Tamboran Resources Corp,1311,Crude Petroleum & Natural Gas,DE,2,27,173,2,TBN,0
0000899751,TITAN INTERNATIONAL INC,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",IL,19,262,1000,1,TWI,0
0000790500,"ABRDN ASIA-PACIFIC INCOME FUND, INC.",0,,MD,0,2,546,2,FAX,0
0001980845,enGene Holdings Inc.,2836,"Biological Products, (No Diagnostic Substances)",Z4,3,34,225,1,ENGN,0
0001386278,GREEN DOT CORP,6199,Finance Services,DE,10,110,1006,2,GDOT,0
0000884152,Invesco Municipal Opportunity Trust,0,,MA,0,0,601,2,VMO,0
0001928446,"Granite Ridge Resources, Inc.",1311,Crude Petroleum & Natural Gas,,3,36,323,2,GRNT,0
0000783412,DAILY JOURNAL CORP,2711,Newspapers: Publishing or  Publishing & Printing,SC,24,51,440,1,DJCO,0
0000737468,WASHINGTON TRUST BANCORP INC,6022,State Commercial Banks,RI,15,123,1000,2,WASH,0
0002042022,"WhiteFiber, Inc.",6199,Finance Services,E9,0,8,58,2,WYFI,0
0001369085,NEW PACIFIC METALS CORP,1040,Gold and Silver Ores,A1,0,0,177,2,NEWP,0
0001630472,"TPG RE Finance Trust, Inc.",6798,Real Estate Investment Trusts,MD,9,89,553,2,TRTX,0
0001737953,"Replimune Group, Inc.",2836,"Biological Products, (No Diagnostic Substances)",DE,7,100,588,1,REPL,0
0002076631,AMAROQ LTD.,0,,A6,0,0,1,2,AMRQF,0
0001387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,3674,Semiconductors & Related Devices,,15,123,933,2,AOSL,0
0001053988,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC.",0,,MD,0,5,506,2,MUJ,0
0001792849,"HighPeak Energy, Inc.",1381,Drilling Oil & Gas Wells,DE,5,93,374,2,HPK,0
0001528988,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",0,,DE,0,2,288,2,BUI,0
0001838615,"AlTi Global, Inc.",6282,Investment Advice,DE,4,71,532,2,ALTI,0
0001803901,"Talkspace, Inc.",8000,Services-Health Services,DE,5,54,407,2,TALK,0
0001667011,"Arteris, Inc.",3674,Semiconductors & Related Devices,DE,5,31,627,2,AIP,0
0001035092,SHORE BANCSHARES INC,6021,National Commercial Banks,MD,14,218,1000,2,SHBI,0
0002040475,Drugs Made In America Acquisition II Corp.,6770,Blank Checks,,0,3,36,2,DMII,0
0001227862,WESTERN ASSET EMERGING MARKETS DEBT FUND INC.,0,,MD,0,21,435,2,EMD,0
0000855886,JOHN HANCOCK PREMIUM DIVIDEND FUND,0,,MA,0,0,575,2,PDT,0
0001632127,"Cable One, Inc.",4841,Cable & Other Pay Television Services,DE,10,128,836,2,CABO,0
0001393726,TIPTREE INC.,6331,"Fire, Marine & Casualty Insurance",MD,10,117,1000,2,TIPT,0
0001823986,Waterdrop Inc.,6411,"Insurance Agents, Brokers & Service",E9,0,0,77,2,WDH,0
